1000 100000
129 839 65
129 202 84
129 321 65
129 440 21
129 384 82
129 720 48
129 960 1
129 410 95
129 234 3
129 61 89
129 669 65
129 310 91
129 968 30
129 34 28
129 455 15
129 984 77
129 462 100
129 582 69
129 686 20
129 262 97
129 988 67
129 66 91
129 992 77
129 267 79
129 508 93
129 226 75
129 931 70
129 499 54
129 833 10
129 200 59
129 596 65
129 874 61
129 781 59
129 288 8
130 922 77
130 977 74
130 509 0
130 657 89
130 757 75
130 21 53
130 967 60
130 433 88
130 836 0
130 603 76
130 465 68
130 75 99
130 142 92
130 467 56
130 529 46
130 23 96
130 298 51
130 295 14
130 347 25
130 415 22
130 238 39
130 612 42
130 372 14
130 698 39
130 588 8
130 917 53
130 432 38
130 96 10
130 4 12
130 573 19
130 999 71
130 847 33
130 392 19
130 233 28
130 1 21
130 52 32
130 881 60
130 395 15
130 364 41
130 928 20
130 270 6
130 11 46
130 256 82
130 823 91
130 679 10
130 533 39
130 860 36
130 325 92
130 618 78
130 508 25
130 265 69
130 431 44
130 306 28
130 250 57
130 775 11
130 628 25
130 768 36
130 781 85
130 793 88
130 3 36
130 695 50
130 524 48
130 890 88
130 439 33
130 224 23
130 596 85
130 370 12
130 137 12
130 668 26
130 991 15
130 239 53
130 941 6
130 389 12
130 756 15
130 66 6
130 731 53
130 602 85
130 542 81
130 726 100
130 806 30
130 935 3
130 754 30
130 312 81
130 752 63
130 194 81
130 41 83
130 614 47
130 419 41
130 198 20
130 968 49
130 556 73
130 578 96
130 591 38
131 649 93
131 646 38
131 797 74
131 632 3
131 141 5
131 361 100
131 328 70
131 776 47
131 191 38
131 888 42
131 24 46
131 952 31
131 577 40
131 255 76
131 910 78
131 862 94
131 188 87
131 2 82
131 809 64
131 537 19
131 604 95
131 853 85
131 287 37
131 340 94
131 729 17
131 465 37
131 232 18
131 625 16
131 99 68
131 497 72
131 228 56
131 93 84
131 548 99
131 115 94
131 818 53
131 67 62
131 405 11
131 718 2
131 669 25
131 588 94
131 259 7
131 763 28
131 31 42
131 894 41
131 312 16
131 390 48
131 96 73
131 535 93
131 771 7
131 278 37
131 281 98
131 582 45
131 703 61
131 453 33
131 754 1
131 86 45
131 801 88
131 410 44
131 783 92
131 908 71
131 630 49
131 935 73
131 875 13
131 509 37
131 22 74
131 467 90
131 734 80
131 254 42
131 404 53
131 592 92
131 958 13
131 127 95
131 163 58
131 503 10
131 595 19
131 61 39
131 697 42
131 303 63
131 12 23
131 614 14
131 852 14
131 140 38
131 732 97
131 331 40
131 980 57
131 70 37
131 863 37
131 762 40
131 294 60
131 326 56
131 505 2
131 97 66
131 128 98
131 229 53
131 904 68
131 655 83
131 802 11
131 913 62
131 41 50
131 578 47
131 683 31
131 860 55
131 587 49
131 322 4
131 432 58
131 106 79
131 428 69
131 906 84
131 914 47
131 885 25
131 455 5
131 244 72
131 515 81
131 323 52
131 576 97
131 60 13
132 297 45
132 903 26
132 907 31
132 326 57
132 768 54
132 101 65
132 445 84
132 376 87
132 618 45
132 881 83
132 957 95
132 779 4
132 967 3
132 317 1
132 765 100
132 219 68
132 460 86
132 424 39
132 569 67
132 832 88
132 900 23
132 95 76
132 218 7
132 646 12
132 784 61
132 305 98
132 773 76
132 995 71
132 655 74
132 498 49
132 42 89
132 968 87
132 913 1
132 972 61
132 533 3
132 556 41
132 282 34
132 739 63
132 801 82
132 514 25
132 483 8
132 545 84
132 937 11
132 205 82
132 10 53
132 594 21
132 50 55
132 316 91
132 431 96
132 495 78
132 690 10
132 204 31
132 991 11
132 812 40
132 187 96
132 410 17
132 804 96
132 593 42
132 693 49
132 29 49
132 249 28
132 489 91
132 574 29
132 874 51
132 588 93
132 546 13
132 925 19
132 891 12
132 834 45
132 974 80
132 462 6
132 983 41
132 917 6
132 310 28
132 237 6
132 30 62
132 589 0
132 160 50
132 829 14
132 289 58
132 220 13
132 898 86
132 605 44
132 774 74
132 562 13
132 274 75
132 280 17
132 62 12
132 543 33
133 196 74
133 844 35
133 761 7
133 67 21
133 173 36
133 995 35
133 437 20
133 423 96
133 665 30
133 509 70
133 562 88
133 220 36
133 519 86
133 526 61
133 831 49
133 992 81
133 791 12
133 464 22
133 718 22
133 828 9
133 868 89
133 161 18
133 595 9
133 156 77
133 636 7
133 528 9
133 395 89
133 242 4
133 460 39
133 704 42
133 77 31
133 481 2
133 51 37
133 732 29
133 211 10
133 255 72
133 920 4
133 378 60
133 619 29
133 140 14
133 137 31
133 777 38
133 262 38
133 504 48
133 192 6
133 913 67
133 490 3
133 804 85
133 533 73
133 324 84
133 311 87
133 153 14
133 468 72
133 318 4
133 402 65
133 608 92
133 784 62
133 944 98
133 589 73
133 397 68
133 257 55
133 968 33
133 981 28
133 332 41
133 254 25
133 80 43
133 878 29
133 226 72
133 494 1
133 91 25
133 613 80
133 275 54
133 187 85
133 25 79
133 459 97
133 663 94
133 987 52
133 252 14
133 73 51
133 343 12
133 33 61
133 30 28
133 820 79
133 360 70
133 274 94
133 886 46
133 688 62
133 304 11
133 930 68
133 617 96
133 905 59
133 642 89
133 906 36
133 384 91
133 666 0
133 389 67
133 365 100
133 783 75
133 827 43
133 193 27
133 331 36
133 40 48
133 710 73
133 605 5
133 417 8
133 538 98
133 822 18
133 105 95
133 876 92
134 660 89
134 543 92
134 785 21
134 832 64
134 320 45
134 194 63
134 484 99
134 816 86
134 222 87
134 340 65
134 884 95
134 490 88
134 501 0
134 727 51
134 735 48
134 216 12
134 989 73
134 547 27
134 398 64
134 333 37
134 657 31
134 290 69
134 405 28
134 965 76
134 902 76
134 479 81
134 198 34
134 96 74
134 952 64
134 374 38
134 704 49
134 341 76
134 107 35
134 866 47
134 204 89
134 957 26
134 985 59
134 433 69
134 590 47
134 574 87
134 483 30
134 522 20
134 440 39
134 532 1
134 662 31
134 263 54
134 238 34
134 37 21
134 639 23
134 784 12
134 506 88
134 679 22
134 42 13
134 755 50
134 521 4
134 163 27
134 744 14
134 584 22
134 162 93
134 745 47
134 833 97
134 713 54
134 842 77
134 232 95
134 664 12
134 731 81
134 402 74
134 597 95
134 169 37
134 309 15
134 51 85
134 129 18
134 157 59
134 844 67
134 798 100
134 12 0
134 748 30
134 32 64
134 27 48
134 681 39
134 514 13
134 777 78
134 234 51
134 533 16
134 588 23
134 520 27
134 889 57
134 106 4
134 181 90
134 446 28
134 235 68
134 122 87
134 347 30
134 649 30
135 689 59
135 593 76
135 801 11
135 54 74
135 380 41
135 4 56
135 326 56
135 841 73
135 248 26
135 387 24
135 336 65
135 927 10
135 220 66
135 555 61
135 700 90
135 438 3
135 97 2
135 992 26
135 565 95
135 776 30
135 263 91
135 688 78
135 658 16
135 952 38
135 416 74
135 460 18
135 234 4
135 817 59
135 677 68
135 784 71
135 613 26
135 428 36
135 633 37
135 227 93
135 495 4
135 55 37
135 376 62
135 900 61
135 323 62
135 742 13
135 152 18
135 57 71
135 404 91
135 645 40
135 914 45
135 365 0
135 421 21
135 661 38
135 294 18
135 80 44
135 368 1
135 694 69
135 895 86
135 570 94
135 168 55
135 121 71
135 910 96
135 23 8
135 860 40
135 251 64
135 594 48
135 692 2
135 723 12
135 446 65
135 478 45
135 542 90
135 230 17
135 79 76
135 655 33
135 229 90
135 13 62
135 883 57
135 359 59
135 181 47
135 465 75
135 934 27
135 328 6
135 585 28
135 609 41
135 949 77
135 7 56
135 264 44
135 836 71
135 787 70
135 252 79
135 907 51
135 381 72
135 468 28
135 355 45
135 473 4
135 451 96
135 719 80
136 425 62
136 146 67
136 742 71
136 546 74
136 844 71
136 535 72
136 209 79
136 743 59
136 297 24
136 111 60
136 920 97
136 555 57
136 336 81
136 321 76
136 254 94
136 181 81
136 580 86
136 95 54
136 136 6
136 490 3
136 339 33
136 951 56
136 897 29
136 733 96
136 760 94
136 890 42
136 475 77
136 538 96
136 122 72
136 359 0
136 247 59
136 692 94
136 465 33
136 72 22
136 675 55
136 322 44
136 135 22
136 365 83
136 851 1
136 944 99
136 292 68
136 240 29
136 97 27
136 768 44
136 654 24
136 786 25
136 712 3
136 468 7
136 681 83
136 173 42
136 868 7
136 347 24
136 834 31
136 916 48
136 853 30
136 791 27
136 861 93
136 645 1
136 663 51
136 1 87
136 693 62
136 540 52
136 659 6
136 77 14
136 726 1
136 917 99
136 687 89
136 873 86
136 489 14
136 845 12
136 571 60
136 658 83
136 35 49
136 170 24
136 798 78
136 702 98
136 59 27
136 792 29
136 913 14
136 113 81
136 207 78
136 227 40
136 686 79
136 532 37
136 714 39
136 718 14
136 355 20
136 213 90
136 558 8
136 755 15
136 899 13
136 708 72
136 713 47
137 261 24
137 193 96
137 432 80
137 753 60
137 49 54
137 51 68
137 767 27
137 513 16
137 288 86
137 81 95
137 778 90
137 374 80
137 70 91
137 804 11
137 950 40
137 592 17
137 911 68
137 370 31
137 887 2
137 512 19
137 21 79
137 572 69
137 688 79
137 892 64
137 433 85
137 940 80
137 445 93
137 749 24
137 798 32
137 84 61
137 689 29
137 166 55
137 225 59
137 674 21
137 986 7
137 335 77
137 462 6
137 499 53
137 725 61
137 155 17
137 589 21
137 888 4
137 509 94
137 303 40
137 329 14
137 626 38
137 322 100
137 42 86
137 594 14
137 850 50
137 921 90
137 330 36
137 639 42
137 26 80
137 185 75
137 943 57
137 396 53
137 76 57
137 608 98
137 863 36
137 469 98
137 920 32
137 786 67
137 783 37
137 476 41
137 294 55
137 454 26
137 816 0
137 859 24
137 363 84
137 142 27
137 28 28
137 856 27
137 980 36
137 550 67
137 747 23
137 609 12
137 581 51
137 286 33
137 829 20
137 625 18
137 732 44
137 452 31
137 802 77
137 268 35
137 287 54
137 16 4
137 939 71
137 22 23
137 336 55
138 106 25
138 561 15
138 123 82
138 874 31
138 445 34
138 886 5
138 834 70
138 602 8
138 519 5
138 999 91
138 508 33
138 680 99
138 873 100
138 756 47
138 117 29
138 391 15
138 31 33
138 559 16
138 844 90
138 365 100
138 573 90
138 770 17
138 542 73
138 256 89
138 531 40
138 799 40
138 1 55
138 600 14
138 849 80
138 169 96
138 911 72
138 895 42
138 772 49
138 288 4
138 835 67
138 682 24
138 969 16
138 194 97
138 933 37
138 74 66
138 539 92
138 419 37
138 79 93
138 603 22
138 598 28
138 993 16
138 252 93
138 162 25
138 393 50
138 387 25
138 33 83
138 291 98
138 562 34
138 593 97
138 808 34
138 621 10
138 134 65
138 574 90
138 6 60
138 460 81
138 536 97
138 581 39
138 862 65
138 952 54
138 159 6
138 776 9
138 802 79
138 47 38
138 476 66
138 728 8
138 137 54
138 363 92
138 486 59
138 155 63
138 437 30
138 251 87
138 899 12
138 88 26
138 749 40
138 289 45
138 324 67
138 620 37
138 634 78
138 619 19
138 67 84
138 963 86
138 730 9
138 644 6
138 995 46
138 118 57
138 286 64
138 930 45
138 482 91
138 82 80
138 42 59
138 566 96
138 629 71
139 938 51
139 741 64
139 478 56
139 303 40
139 483 98
139 732 82
139 393 46
139 532 26
139 407 25
139 236 59
139 801 77
139 814 93
139 497 77
139 796 26
139 985 39
139 745 66
139 446 5
139 620 21
139 128 24
139 61 71
139 923 42
139 688 15
139 699 61
139 486 50
139 350 48
139 243 28
139 718 26
139 764 85
139 62 81
139 461 31
139 471 33
139 816 19
139 141 45
139 870 9
139 709 14
139 813 74
139 637 52
139 876 69
139 169 35
139 658 73
139 777 45
139 131 77
139 51 12
139 779 41
139 412 46
139 397 47
139 399 18
139 853 72
139 655 100
139 193 57
139 916 98
139 667 35
139 856 82
139 696 39
139 220 8
139 487 31
139 621 66
139 693 29
139 751 62
139 829 49
139 450 93
139 485 17
139 689 71
139 353 7
139 943 45
139 56 89
139 989 48
139 347 16
139 516 37
139 108 9
139 557 61
139 583 34
139 726 10
139 53 84
139 977 47
139 401 25
139 438 25
139 847 67
139 91 77
139 428 52
139 958 70
139 926 95
139 260 5
139 879 51
139 176 87
139 423 60
139 491 20
139 86 66
139 154 0
139 666 86
139 645 36
139 733 70
139 678 86
139 496 14
139 192 78
139 783 15
139 47 86
139 936 41
139 545 93
139 540 75
139 23 5
139 893 64
139 148 66
139 581 21
139 868 41
139 630 41
139 199 6
140 171 65
140 901 20
140 191 17
140 5 93
140 688 75
140 606 81
140 414 0
140 737 64
140 439 75
140 645 17
140 389 40
140 701 62
140 7 91
140 152 80
140 39 31
140 293 78
140 875 36
140 672 29
140 12 43
140 793 15
140 35 3
140 967 5
140 559 75
140 988 32
140 124 42
140 792 64
140 602 65
140 642 81
140 41 4
140 492 79
140 324 52
140 947 92
140 646 36
140 692 77
140 56 38
140 790 12
140 138 81
140 44 57
140 288 38
140 871 25
140 673 92
140 553 84
140 754 91
140 948 82
140 700 76
140 373 69
140 170 19
140 347 47
140 558 0
140 79 94
140 746 100
140 37 78
140 62 52
140 857 77
140 360 88
140 64 33
140 259 29
140 932 18
140 323 41
140 619 73
140 557 0
140 565 3
140 32 80
140 771 0
140 461 84
140 101 66
140 33 84
140 824 92
140 850 78
140 762 94
140 241 26
140 994 24
140 503 40
140 155 29
140 327 66
140 169 47
140 15 100
140 274 60
140 69 94
140 767 64
140 588 46
140 433 48
140 748 99
140 760 4
140 873 53
140 452 17
140 289 12
140 709 80
141 265 22
141 539 2
141 277 92
141 396 62
141 63 88
141 756 66
141 891 1
141 820 1
141 225 65
141 842 45
141 747 68
141 230 3
141 32 65
141 334 64
141 138 65
141 409 65
141 839 17
141 982 71
141 746 43
141 547 49
141 241 9
141 929 65
141 658 79
141 585 96
141 729 46
141 911 95
141 493 41
141 351 46
141 965 87
141 520 90
141 455 0
141 125 19
141 766 36
141 150 12
141 491 45
141 868 73
141 465 6
141 223 90
141 65 59
141 170 88
141 581 59
141 574 81
141 563 63
141 781 88
141 25 38
141 784 10
141 464 4
141 44 59
141 749 45
141 261 61
141 291 75
141 790 20
141 244 55
141 108 72
141 602 57
141 189 61
141 42 95
141 712 77
141 242 96
141 642 10
141 276 31
141 139 64
141 578 45
141 347 27
141 332 38
141 748 31
141 289 50
141 777 13
141 343 39
141 379 54
141 295 67
141 848 75
141 0 20
141 692 86
141 325 42
141 775 28
141 238 81
141 595 86
141 743 83
141 126 62
141 564 48
141 357 41
141 132 37
141 253 12
141 685 14
141 604 84
141 504 7
141 844 25
141 755 91
141 953 54
141 368 64
141 835 8
141 596 87
141 218 43
141 213 15
141 545 98
141 622 40
141 559 21
141 709 17
141 240 78
141 160 30
141 703 30
141 259 53
141 159 42
141 605 55
141 618 23
141 497 90
141 85 39
141 40 1
141 188 45
141 382 93
141 319 61
141 177 98
141 989 9
141 361 0
142 988 44
142 96 48
142 933 98
142 909 60
142 102 34
142 271 13
142 714 31
142 947 40
142 881 72
142 517 90
142 249 28
142 56 22
142 696 54
142 190 15
142 697 95
142 46 44
142 11 32
142 43 94
142 761 30
142 415 85
142 118 94
142 507 28
142 209 74
142 952 1
142 45 77
142 232 9
142 371 7
142 945 77
142 439 14
142 513 20
142 77 73
142 70 55
142 339 28
142 910 86
142 31 77
142 9 100
142 808 47
142 479 41
142 687 58
142 984 73
142 251 21
142 359 23
142 451 95
142 490 93
142 892 34
142 821 51
142 579 15
142 355 31
142 849 100
142 288 27
142 367 92
142 53 77
142 1 12
142 113 27
142 542 100
142 840 48
142 435 8
142 662 7
142 153 42
142 937 89
142 722 92
142 998 6
142 563 86
142 850 32
142 668 6
142 690 86
142 141 68
142 193 96
142 117 8
142 524 62
142 305 12
142 378 46
142 397 32
142 461 64
142 771 0
142 695 1
142 626 58
142 30 21
142 752 85
142 570 12
142 917 18
142 156 77
142 651 82
142 851 92
142 938 9
142 890 27
142 242 4
142 902 42
142 179 21
143 109 50
143 683 70
143 974 18
143 235 33
143 197 98
143 264 7
143 319 20
143 909 69
143 332 45
143 298 29
143 533 11
143 276 14
143 435 26
143 474 72
143 957 73
143 912 81
143 367 98
143 976 37
143 958 23
143 547 52
143 54 15
143 685 20
143 431 21
143 538 7
143 336 100
143 67 1
143 512 46
143 198 55
143 707 98
143 412 35
143 429 67
143 462 40
143 460 98
143 746 99
143 464 53
143 885 25
143 841 18
143 227 59
143 484 97
143 87 57
143 500 98
143 63 84
143 849 37
143 23 1
143 845 88
143 607 86
143 383 58
143 778 89
143 381 22
143 201 66
143 980 38
143 251 45
143 879 39
143 134 59
143 185 17
143 709 30
143 419 74
143 249 7
143 616 35
143 637 76
143 640 17
143 496 89
143 217 81
143 156 23
143 797 74
143 220 19
143 57 22
143 745 52
143 374 42
143 650 94
143 351 52
143 455 47
143 722 21
143 43 63
143 895 82
143 796 39
143 794 57
143 928 88
143 85 51
143 480 58
143 139 97
143 86 64
143 160 29
143 167 52
143 254 79
143 202 43
143 653 89
143 564 56
143 70 8
143 947 43
143 425 58
143 952 27
143 473 31
144 175 11
144 502 92
144 917 95
144 341 65
144 247 5
144 512 57
144 625 50
144 810 5
144 705 26
144 113 45
144 43 0
144 645 42
144 443 12
144 398 81
144 554 86
144 256 51
144 876 78
144 206 85
144 732 87
144 366 5
144 665 3
144 31 30
144 998 68
144 552 3
144 590 65
144 49 97
144 809 8
144 337 0
144 898 55
144 709 6
144 32 89
144 785 75
144 30 36
144 120 68
144 762 42
144 736 21
144 42 11
144 542 91
144 424 9
144 463 56
144 368 3
144 949 76
144 947 71
144 937 13
144 866 70
144 721 60
144 265 85
144 139 97
144 960 86
144 426 26
144 982 49
144 817 36
144 98 50
144 61 98
144 220 82
144 381 36
144 727 19
144 457 69
144 305 40
144 702 1
144 458 89
144 448 31
144 899 92
144 884 77
144 454 75
144 692 12
144 329 28
144 70 88
144 916 4
144 761 4
144 16 60
144 214 78
144 461 74
144 193 95
144 967 29
144 501 94
144 432 61
144 343 57
144 975 47
144 773 46
144 292 18
144 849 5
144 868 98
144 630 79
144 119 100
144 245 22
144 759 82
144 470 41
144 436 11
144 873 17
144 249 37
144 891 83
144 615 97
144 766 90
144 820 7
144 647 87
144 767 36
144 627 64
144 945 64
144 863 46
144 739 75
144 814 40
144 928 15
144 522 85
144 192 10
144 694 11
144 301 56
144 372 47
145 917 72
145 862 38
145 605 37
145 855 20
145 572 27
145 408 68
145 356 17
145 165 54
145 383 10
145 895 99
145 354 66
145 624 55
145 846 21
145 407 79
145 486 40
145 929 37
145 586 98
145 333 65
145 640 25
145 601 91
145 149 96
145 262 40
145 562 73
145 769 48
145 0 40
145 324 27
145 507 62
145 350 73
145 53 81
145 765 2
145 410 63
145 318 38
145 560 71
145 879 90
145 301 81
145 93 58
145 421 94
145 919 59
145 852 19
145 840 58
145 140 18
145 288 17
145 526 36
145 398 13
145 649 41
145 933 4
145 191 40
145 603 76
145 787 18
145 330 58
145 997 11
145 663 8
145 677 51
145 284 47
145 627 11
145 584 47
145 236 96
145 278 15
145 945 53
145 577 29
145 45 39
145 938 26
145 179 43
145 951 57
145 980 68
145 626 6
145 329 81
145 414 50
145 619 87
145 48 3
145 772 15
145 413 64
145 234 60
145 828 83
145 268 56
145 598 89
145 441 0
145 64 5
145 679 2
145 44 34
145 953 80
145 475 15
145 502 18
145 18 28
145 97 74
145 505 82
145 883 33
145 608 78
145 103 9
145 208 35
145 707 20
145 439 2
145 897 83
145 112 29
146 370 36
146 866 44
146 851 54
146 829 67
146 218 79
146 946 6
146 594 13
146 269 72
146 266 15
146 87 66
146 687 85
146 157 41
146 786 69
146 636 60
146 426 4
146 268 98
146 85 1
146 431 32
146 994 22
146 10 2
146 815 17
146 826 25
146 680 51
146 830 23
146 958 23
146 419 38
146 799 99
146 452 90
146 228 47
146 169 33
146 219 32
146 403 61
146 114 33
146 741 89
146 195 61
146 976 76
146 553 88
146 115 60
146 328 67
146 121 44
146 523 85
146 571 12
146 877 80
146 508 71
146 517 5
146 467 89
146 651 50
146 407 64
146 853 38
146 296 69
146 845 41
146 295 57
146 165 35
146 227 67
146 286 98
146 333 54
146 939 41
146 608 62
146 453 4
146 342 17
146 885 33
146 895 73
146 54 97
146 327 71
146 176 93
146 476 77
146 683 62
146 179 53
146 919 72
146 478 13
146 694 70
146 701 25
146 848 97
146 908 2
146 641 51
146 911 69
146 744 25
146 525 42
146 316 97
146 933 61
146 795 37
146 402 49
146 411 72
146 362 62
146 533 40
146 696 57
146 289 3
146 389 70
146 280 69
146 785 14
146 475 29
146 132 81
146 408 59
146 787 62
146 288 53
146 65 71
146 184 81
147 615 33
147 291 91
147 34 12
147 107 19
147 905 43
147 387 0
147 558 81
147 661 17
147 576 15
147 88 30
147 275 38
147 912 21
147 853 22
147 398 75
147 125 36
147 406 17
147 939 46
147 587 6
147 802 20
147 413 1
147 165 78
147 19 35
147 772 43
147 941 18
147 486 25
147 159 71
147 551 34
147 491 22
147 579 96
147 285 48
147 937 95
147 910 79
147 970 88
147 718 58
147 305 57
147 882 53
147 598 61
147 681 61
147 70 100
147 384 78
147 498 64
147 624 19
147 856 75
147 217 27
147 680 58
147 495 48
147 998 81
147 76 86
147 547 27
147 332 69
147 861 78
147 656 76
147 657 81
147 78 70
147 86 81
147 306 46
147 257 61
147 79 60
147 381 56
147 584 57
147 708 5
147 493 92
147 859 28
147 525 75
147 302 28
147 595 14
147 131 52
147 329 66
147 105 2
147 447 34
147 725 92
147 201 64
147 867 89
147 68 65
147 792 64
147 138 83
147 783 40
147 561 26
147 952 58
147 988 5
147 647 13
147 411 60
147 766 85
147 826 93
147 225 100
147 12 56
147 496 20
147 602 74
147 876 64
147 110 3
147 881 62
147 597 23
147 360 37
147 827 67
147 947 24
147 776 98
147 543 94
147 472 28
147 771 64
147 162 20
147 424 23
147 9 67
147 161 93
147 334 4
148 335 21
148 238 90
148 548 56
148 942 38
148 621 88
148 809 4
148 158 24
148 189 65
148 436 27
148 395 33
148 830 9
148 397 59
148 496 63
148 320 97
148 646 22
148 748 10
148 859 37
148 775 3
148 42 7
148 424 85
148 459 61
148 971 81
148 225 63
148 378 51
148 455 93
148 732 76
148 331 2
148 98 40
148 906 56
148 249 94
148 871 79
148 821 66
148 760 9
